compound	SMILES	length_smiles
CHEMBL1280	CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl	63
CHEMBL4217292	C1CC1(C2=CC=C(C=C2)CC(=O)NC3=NN(C=C3)CC4=NC=C(C=C4)C#N)C(F)(F)F	63
CHEMBL1738699	CC1=C(C=CC(=C1)C(=O)N)N2C(=CC=C2C3=CC=C(C=C3)N4C=CN=C4)CCC(=O)O	63
CHEMBL4297627	C[C@@H]1CCC2=C(C=C(C=N2)F)[C@H]3CCCN3C4=NC5=C(C=NN5C=C4)C(=O)N1	63
CHEMBL3647536	CCN1C=NC2=C1N=NC=C2C3=CC(=C(C=C3)F)C4=C(C=C(C=C4)S(=O)(=O)CC)OC	63
CHEMBL284483	C1[C@H](C2=C(NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O	63
CHEMBL2216859	CC(C)N1CCN(CC1)CC2=CN=C(O2)C3=C4C=NNC4=CC(=C3)C5=C6C=CNC6=CC=C5	63
CHEMBL4297527	C1=CC(=C2C(=C1C(=O)N=C3C(=CN(C=C3Cl)O)Cl)C4=C(O2)C=CN=C4)OC(F)F	63
CHEMBL2103873	CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br	63
CHEMBL1628688	CC1=CN=C(C(=N1)OC)NS(=O)(=O)C2=C(N=CC=C2)C3=CC=C(C=C3)C4=NN=CO4	63
CHEMBL4091762	C1CCN(C1)CCNC(=O)C2=CC(=NC3=C2C=C(C=C3)F)C4=CC=C(C=C4)CN5CCOCC5	63
CHEMBL4297184	CC1=CC=C(O1)C2=C3C(=NC(=N2)N)N(N=N3)CC4=NC(=CC=C4)CO[C@H]5CCOC5	63
CHEMBL4299940	C1CC1CN2CCN(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5	63
CHEMBL4297185	C[C@@H](CN1C=CC(=N1)C2=CC(=C(C=C2)C#N)Cl)NC(=O)C3=NNC(=C3)C(C)O	63
CHEMBL2035185	C1CCN(C1)CCOC2=C3COC/C=C/COCC4=CC=C(O4)C5=NC(=NC=C5)NC(=C3)C=C2	63
CHEMBL4297522	CCN1C2=C3C=C(NC3=NC=C2CN(C1=O)C4=C(C(=CC(=C4F)OC)OC)F)CN5CCOCC5	63
CHEMBL1201294	CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4	63
CHEMBL4303389	C[C@@H](C1=CC=C(C=C1)F)NC2=CC(=CC(=N2)NC3=NC=CN=C3)C4=CN(N=C4)C	63
CHEMBL4650343	CC1=CC(=NN1)NC2=NC(=C3C=CC=NC3=C2)NC4C[C@H]5CC[C@@H](C4)N5CCC#N	63
CHEMBL1389	CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34	63
CHEMBL5095192	CC(C)C1=CN=C(C=C1NC2=C(C=NC=C2)C(=O)NC(CO)CO)C3=C(C=CC(=C3)Cl)F	63
CHEMBL1192519	C1CC2=CC=CC=C2N(C(=O)[C@H]1N[C@@H](CCC3=CC=CC=C3)C(=O)O)CC(=O)O	63
CHEMBL707	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC	64
CHEMBL103	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C	64
CHEMBL27769	C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C	64
CHEMBL44426	CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCC4)C5=CC=C(C=C5)O	64
CHEMBL19019	C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O	64
CHEMBL552659	C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl	64
CHEMBL192	CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C	64
CHEMBL273196	CN[C@H](CC1=CC=CC=C1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C=O	64
CHEMBL1272	CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O	64
CHEMBL75133	C/C(=C\C(=O)O)/C=C/[C@@H]1C[C@]1(C)C2=CC3=C(C=C2)C(CCC3(C)C)(C)C	64
CHEMBL572878	CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C	64
CHEMBL226267	COC1=CC=C(C=C1)C2=C(C3=C(S2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CCCCC5	64
CHEMBL456237	C1=CC2=C(N(N=C2C(=C1)C(F)(F)F)CC3=C(C=C(C=C3)F)Cl)C4=CC=C(C=C4)F	64
CHEMBL519504	CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=C4C=CSC4=C(C=C3)C[C@@H](C(=O)O)OC	64
CHEMBL197	CC(C)[C@@](CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC	64
CHEMBL472	COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3	64
CHEMBL521686	C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F	64
CHEMBL415284	C=CCN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O	64
CHEMBL514215	COC1=CC=C(C=C1)C2=C(C(=NN2C3=C(C=C(C=C3)Cl)Cl)C(=O)NN4CCCCC4)C#N	64
CHEMBL561132	CN([C@@H]1CCC2=C(C3=CC=CC=C3N2C1)CC(=O)O)S(=O)(=O)C4=CC=C(C=C4)F	64
CHEMBL1256871	CC(C)COC(=O)OCN1C(=O)CN(CC1=O)CCN2CC(=O)N(C(=O)C2)COC(=O)OCC(C)C	64
CHEMBL1727	CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O	64
CHEMBL1441961	CC(=CCOC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OCC=C(C)C)OCC(=O)O)C	64
CHEMBL1651534	C1CN(CCC1=CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=NN=CC=C4	64
CHEMBL1200883	CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2.[Br-]	64
CHEMBL601719	C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N	64
CHEMBL460291	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C	64
CHEMBL412142	CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N	64
CHEMBL2147777	CC1=NN(C(=C1)N2CCN(CC2)[C@H]3C[C@H](NC3)C(=O)N4CCSC4)C5=CC=CC=C5	64
CHEMBL2204263	C1CC(CCC1N2CC(C2)NC(=O)CNC(=O)C3=CC(=CC=C3)C(F)(F)F)(C4=CN=CS4)O	64
CHEMBL1473252	CC1=C(OC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C)S(=O)(=O)[O-].[Na+]	64
CHEMBL189963	CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C	64
CHEMBL2110732	COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)/C=C/CN4CCCCC4	64
CHEMBL8514	CC(C)(C)[C@@]1(CCN2C[C@H]3C4=CC=CC=C4CCC5=C3C(=CC=C5)[C@@H]2C1)O	64
CHEMBL2105528	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NCC3=C(C(=O)N(N3C)C4=CC=CC=C4)C(C)C	64
CHEMBL3359265	CC1=NC2=C(N1)C=C(C=C2)C(=O)N3CCC4(CC3)CC5=C(C(=O)C4)N(N=C5)C(C)C	64
CHEMBL3356433	CC1=CNC2=C1C(=NC=N2)N3CCC(CC3)(CN)C(=O)NC4=CC(=CC=C4)OC(=O)N(C)C	64
CHEMBL1289494	CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl	64
CHEMBL3318007	C1CC2CCC1[C@@H]([C@H]2NC3=NC(=NC=C3F)C4=CNC5=C4C=C(C=N5)F)C(=O)O	64
CHEMBL1200986	CCCCCCCCCC(=O)OC1(CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F)C3=CC=C(C=C3)Cl	64
CHEMBL3590106	CC(C)NC1=NC=C(C(=C1)C2=CNC(=C2)C(=O)N[C@H](CO)C3=CC(=CC=C3)Cl)Cl	64
CHEMBL3681419	CC1=C(C(=NO1)C2=CC=C(C=C2)F)COC3=NC=C(C=C3)C(=O)N4CCS(=O)(=O)CC4	64
CHEMBL1614710	C1=CC=C2C(=C1)C(=CC=N2)CNC3=C(SC=C3)C(=O)NC4=CC=C(C=C4)OC(F)(F)F	64
CHEMBL3188267	CNC(=O)C1=C(C=C(C=C1)C2=NN3C(=CN=C3N=C2)CC4=CC5=C(C=C4)N=CC=C5)F	64
CHEMBL2105728	CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4	64
CHEMBL3963485	CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3COC)CN5CCNC(=O)C5)N	64
CHEMBL551064	C1CN(C1)C2CC(C2)N3C=C(C4=C(N=CN=C43)N)C5=CC(=CC=C5)OCC6=CC=CC=C6	64
CHEMBL2220486	CNC(=O)C1=CC=CC2=C1C=CC(=C2)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC	64
CHEMBL3989927	C1CC(=O)NC(=O)[C@H]1N2CC3=C(C2=O)C=CC=C3OCC4=CC=C(C=C4)CN5CCOCC5	64
CHEMBL4279047	C[C@H](C(F)(F)F)NC1=NC(=NC(=N1)C2=NC(=CC=C2)Cl)N[C@H](C)C(F)(F)F	64
CHEMBL4466233	CC(=O)N1CCC(CC1)NC2=NC=NC(=C2)C(=O)NC[C@@H](CN3CCC4=CC=CC=C4C3)O	64
CHEMBL4568146	C1=CC2=C(N=C1)N(C=C2C(=O)C(=O)NC3=C(C=NC=C3Cl)Cl)CC4=CC=C(C=C4)F	64
CHEMBL4571075	C1=CC=C(C=C1)C#CC2=CC(=CN=C2)[C@@H]3[C@H](OC(=O)N3)C4=CC=CC=C4Cl	64
CHEMBL3039530	C1=CC=C(C=C1)C(COCCCCCCNC[C@@H](C2=C3C=CC(=O)NC3=C(C=C2)O)O)(F)F	64
CHEMBL4868568	CCOC(=O)C1=C(OC(=C1O)/C=C/2\C=NC3=C2C=CC=N3)NN4CCN(CC4)CC(F)(F)F	64
CHEMBL4751394	C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C(=N3)C=CC(=N4)C(=O)N)C5=CC=CC=C5)N	64
CHEMBL344159	CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C	64
CHEMBL5095248	COCC1=NN(C=C1C(=O)NCC2=NC=CC(=C2F)OC)CC3=CC=C(C=C3)CN4C=CC=CC4=O	64
CHEMBL4297181	C[C@@H](CN1C2=C3C=C(C=CC3=NC=C2N(C1=O)C)C4=CC(=CN=C4)C(C)(C)O)OC	64
CHEMBL4216467	CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC	64
CHEMBL4650321	C=CC(=O)N1CCC(CC1)C2=NC(=C(C=C2)C(=O)N)C3=CC=C(C=C3)OC4=CC=CC=C4	64
CHEMBL31965	C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4	65
CHEMBL46740	CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O	65
CHEMBL150894	CC(C)OCC1=CC2=C(C=C1)N(C3=C2C4=C(C5=C3CC6=CC=CC=C65)C(=O)NC4)CCCO	65
CHEMBL1520	CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C	65
CHEMBL522302	COC1=C(C=C(C=C1)N2C(=NN=N2)C(F)(F)F)CN[C@H]3CCCN[C@H]3C4=CC=CC=C4	65
CHEMBL428690	CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O	65
CHEMBL9506	CN1C2=CC=CC=C2C(=N[C@@H](C1=O)NC(=O)C3=CC4=CC=CC=C4N3)C5=CC=CC=C5	65
CHEMBL1421	CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO	65
CHEMBL426559	CS(=O)(=O)C1=CC(=CC2=C1N(C3=C2CC[C@@H]3CC(=O)O)CC4=CC=C(C=C4)Cl)F	65
CHEMBL29188	COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC	65
CHEMBL261514	C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C	65
CHEMBL260933	CCCN1C(=O)C2=C(N=C(N2)C3=CN(N=C3)CC4=CC(=CC=C4)C(F)(F)F)N(C1=O)CC	65
CHEMBL46516	C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F	65
CHEMBL565612	CN1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65	65
CHEMBL591118	COC1=C(C=C2[C@@H]3C[C@@H]([C@H](CN3CCC2=C1)N4C[C@H](CC4=O)CF)N)OC	65
CHEMBL1079593	C1COC2=C([C@@H]1N3C4=NC(=NC=C4NC3=O)N5C=NC6=C5C=C(C=C6)F)C=CC=C2F	65
CHEMBL1082723	C[C@H]1CC2=C([C@]3(N1)C4=C(C=CC(=C4)Cl)NC3=O)NC5=CC(=C(C=C25)F)Cl	65
CHEMBL1200348	C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-]	65
CHEMBL1201049	C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-]	65
CHEMBL12131	CC1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)O)Cl)C(C#N)C3=CC=C(C=C3)Cl	65
CHEMBL1332616	C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I	65
CHEMBL1511	CCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C	65
CHEMBL928	C1C(=NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-].[Na+]	65
CHEMBL305660	CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4	65
CHEMBL1910856	CC(C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)N3CC(C3)OC4=CC=CC(=C4)O	65
CHEMBL1232461	CCNC(=O)C[C@H]1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C	65
CHEMBL2035187	C1CCN(C1)CCOC2=C3COC/C=C/COCC4=CC(=CC=C4)C5=NC(=NC=C5)NC(=C3)C=C2	65
CHEMBL2331680	CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4COC4)C(=N2)N5CCOC[C@@H]5C	65
CHEMBL2386558	CN1C=NC(=C1SC2=NC=C(C=C2)Cl)C3=CC=C(C=C3)[C@H]4C[C@@H]4C(=O)N(C)C	65
CHEMBL2396661	CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F	65
CHEMBL2408045	CNC(=O)CN1CCC(CC1)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC	65
CHEMBL587723	CCN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(N3)N=CN=C4N[C@H](C)C5=CC=CC=C5	65
CHEMBL1581	CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O	65
CHEMBL1079175	C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N	65
CHEMBL3137320	CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F	65
CHEMBL3545367	CC1=NC(=NC=C1OC[C@]2(C[C@H]2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C	65
CHEMBL482811	CN([C@@H]1CCCC[C@H]1N2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl.CS(=O)(=O)O	65
CHEMBL3301601	C[C@]1(CS(=O)(=O)N(C(=N1)N)C)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)F)F	65
CHEMBL3701238	COC1=CC(=CC(=C1)C#CC2=NN(C3=NC=NC(=C23)N)[C@H]4CCN(C4)C(=O)C=C)OC	65
CHEMBL3989948	CC#CC1=CC(=CN=C1)C2=CC3=C(CC4([C@]35N=C(C(=N5)N)C)CCC(CC4)OC)C=C2	65
CHEMBL3137336	CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)F)F)CN)Cl	65
CHEMBL2107823	CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F	65
CHEMBL3892369	CC1=CC(=C(C=C1)C(=O)N2CCOC[C@H]2CC3=CC(=CC=C3)N4N=CC=N4)N5N=CC=N5	65
CHEMBL3962292	CC1=C(C=C(C=C1)C2=NOC(=N2)[C@H]3C[C@@H]3F)NC(=O)C4=CN=C5N4C=CC=C5	65
CHEMBL3967849	CC(=O)N1CCC2=C(C1)NN=C2C(=O)N3CCC(CC3)C4=C(C(=C(C=C4)F)F)C(F)(F)F	65
CHEMBL3904602	CC(C)N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6	65
CHEMBL564829	CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C	65
CHEMBL3184679	CC1CN(CC(N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC	65
CHEMBL1614707	C1=CC(=CC=C1CCCCN2C=CN=N2)OCC3=COC(=N3)/C=C/C4=CC=C(C=C4)C(F)(F)F	65
CHEMBL3914857	C[C@H]1CC2=C(CN1C(=O)C3=C(C(=NC=C3)C(F)(F)F)F)N=NN2C4=NC=C(C=N4)F	65
CHEMBL1069	CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O	65
CHEMBL4210847	CCN(C)C1=NC2=C(C(=N1)NC3=NC=CC(=C3)C)N(N=C2C(=O)NS(=O)(=O)C)CCOCC	65
CHEMBL4078588	CC1=NC=C(C=C1)CC2=CC3=C(C4=CC=CC=C42)N=CN(C3=O)[C@H]5CCCC[C@@H]5O	65
CHEMBL1963681	COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCC[C@H]4CO)Cl	65
CHEMBL139367	CCC(CC)[C@@H]([C@H]1[C@@H](C[C@@H]([C@H]1O)C(=O)O)N=C(N)N)NC(=O)C	65
CHEMBL2364624	C1CC(CCC1CC(=O)O)C2=CC=C(C=C2)C3=NC=C(C=C3)NC4=CN=C(C=C4)C(F)(F)F	65
CHEMBL2216863	CC1=CSC2=NC(=C(C(=O)N12)C3=CC(=CC=C3)F)[C@H](C)NC4=NC=NC5=C4NC=N5	65
CHEMBL4303323	C[C@@H](C1=NC2=C(C=C(C=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5	65
CHEMBL429844	CC(C)C[C@@H](C(=O)O)N[C@@H](CC1=CN=CN1CC2=CC(=CC(=C2)Cl)Cl)C(=O)O	65
CHEMBL4444976	COC1=C(C=CC(=C1)N2CCN(CC2)C(=O)CN3C4=C(C=CC=N4)C(=N3)C5=NC=CN5)Cl	65
CHEMBL1201303	CC1=CC(=C(N1C2=CC=CC=C2)C)/C=C/C3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C	65
CHEMBL1481	CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C	65
CHEMBL4650521	C[C@H]1[C@H](C2(CCN(CC2)C3=CN=C(C(=N3)N)SC4=C(C(=NC=C4)N)Cl)CO1)N	65
CHEMBL4650334	C[C@H]1CN(CCN1C2=CC(=CC(=C2)F)F)C(=O)CC[C@@]3(C(=O)NC(=O)N3)C4CC4	65
CHEMBL5095202	CC1=C(C=CC(=N1)C2=CN=C(N(C2=O)C)NC(C)C)OC3=CC(=NC=C3)C4=CN(N=C4)C	65
CHEMBL5204429	CC1=C(C=CC=N1)C2=CC3=C(NCC4=C(C=CC5=C4[C@@H](CO5)CO3)F)N6C2=NN=C6	65
CHEMBL2103849	CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)NCCC4CCCN4C)OCCC)C	65
CHEMBL4650281	CC1=C[C@@H](CN2C1=C(C3=C(N=CN=C32)N)C4=CC5=CC=CC=C5N=C4)NC(=O)C=C	65
CHEMBL3039733	C[C@@H](CN1CC[C@]2(C3=C(C[C@@H]1C2(C)C)C(=CC=C3)O)C)OCC4=CC=CC=C4	65
CHEMBL3585580	CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC(=NC=N3)OC4=CC=C(C=C4)OC	65
CHEMBL225072	C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O	66
CHEMBL815	CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O	66
CHEMBL17157	CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O	66
CHEMBL1265	COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5	66
CHEMBL385517	C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N	66
CHEMBL24778	C[C@H](CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F	66
CHEMBL328190	C1CCN(C1)CCOC2=CC=C(C=C2)[C@H]3[C@H](CCC4=C3C=CC(=C4)O)C5=CC=CC=C5	66
CHEMBL84	CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O	66
CHEMBL1336	CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F	66
CHEMBL440283	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC=C4[C@@]3(CC[C@@H](C4)O)C	66
CHEMBL266349	C1CCC(CC1)[C@H](C(=O)N2CC[C@H]2C(=O)NCC3=CC=C(C=C3)C(=N)N)NCC(=O)O	66
CHEMBL1237	C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O	66
CHEMBL220050	C[C@@H](C(=O)N1CCOCC1)N2CC[C@@H](C2=O)NS(=O)(=O)/C=C/C3=CC=C(S3)Cl	66
CHEMBL1170	CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C	66
CHEMBL1062	CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O	66
CHEMBL360055	CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC	66
CHEMBL454138	CC(C)OC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC(=C(C=C4)F)F	66
CHEMBL222813	CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)N=C(N)N	66
CHEMBL1091644	CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O	66
CHEMBL1200322	CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.C(=O)(C(=O)O)O	66
CHEMBL1258517	C1CC2COCC1N2C3=NC(=NC(=N3)N4CCOCC4)C5=CC=C(C=C5)NC(=O)NC6=CC=NC=C6	66
CHEMBL333826	CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C	66
CHEMBL1371129	C12(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(C(C(C(C2(F)F)(F)F)(F)F)(F)F)F)F	66
CHEMBL1201165	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5	66
CHEMBL680	C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl	66
CHEMBL1921847	CC1=CC(=CC(=C1)[C@@H]2CCCN2CC3=CC=C(C=C3)OC4=C(C=C(C=C4)C(=O)N)F)C	66
CHEMBL1922235	CN1CCCN(CC1)C2=CC=C(C=C2)C(=O)NC3=C(C=CC=C3O)NC(=O)C4=CC=C(C=C4)OC	66
CHEMBL1951032	CC1=C(C=CC(=N1)S(=O)(=O)C)NC2=C(C(=NC=N2)OC3CCN(CC3)C(=O)OC(C)C)OC	66
CHEMBL2165615	CC1=CC2=C(O1)C=C(C=C2OC3=CN=C(N=C3)C(=O)N(C)C)C(=O)NC4=NC=C(N=C4)C	66
